Number of frames: 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z
65,-187.8634796,846.2034302,-3092.877441,-195.5467834,873.5499268,-3081.706055,-137.0614624,859.1876831,-3067.023193,-119.9060364,872.7282104,-3056.083984,-59.36685944,877.9375,-3038.484375,-72.4868927,859.5695801,-3068.369629,-171.1858215,692.8849487,-2953.195801,-161.3311462,728.5727539,-2986.705566,-209.9220276,730.8710938,-2998.178711,-219.5979614,695.1036377,-2964.825439
66,-187.8640289,846.2113037,-3092.905762,-195.5412903,873.5511475,-3081.703857,-137.0612946,859.1891479,-3067.030273,-119.9054337,872.7261353,-3056.077393,-59.36575317,877.9328613,-3038.475098,-72.4908371,859.5707397,-3068.374756,-171.1903381,692.8419189,-2953.245117,-161.3342285,728.5380249,-2986.73877,-209.9269409,730.8501587,-2998.203125,-219.6051941,695.071167,-2964.853027
67,-187.8666992,846.2147217,-3092.906738,-195.5431671,873.5499878,-3081.697998,-137.0638886,859.1936035,-3067.03833,-119.9039536,872.725769,-3056.078125,-59.36554337,877.9415283,-3038.49292,-72.49169922,859.5692749,-3068.366943,-171.1614532,692.7658691,-2953.305908,-161.3118286,728.4746094,-2986.773438,-209.9079742,730.8150635,-2998.227783,-219.5800629,695.017395,-2964.882813
68,-187.8584137,846.2102051,-3092.891602,-195.5386353,873.5453491,-3081.691895,-137.0590668,859.1928101,-3067.04248,-119.9037094,872.7211914,-3056.066406,-59.36570358,877.9425659,-3038.495361,-72.4920044,859.5690308,-3068.365234,-171.102829,692.6689453,-2953.366455,-161.2658691,728.3973999,-2986.834961,-209.8753662,730.7630005,-2998.243164,-219.5336456,694.9503174,-2964.940918
69,-187.8593597,846.2089844,-3092.887939,-195.5440826,873.5462646,-3081.694824,-137.0605164,859.1883545,-3067.039307,-119.9033813,872.7236938,-3056.078857,-59.3660965,877.9369507,-3038.480225,-72.49103546,859.569458,-3068.368408,-171.0212555,692.5582275,-2953.441162,-161.2024536,728.3081665,-2986.873535,-209.8243866,730.7062378,-2998.256104,-219.4595337,694.8682251,-2964.979004
70,-187.8637695,846.2192993,-3092.907471,-195.5477142,873.5563965,-3081.716064,-137.066391,859.1916504,-3067.051514,-119.9016647,872.7237549,-3056.085693,-59.36610794,877.9415894,-3038.492432,-72.48999786,859.5680542,-3068.369141,-170.9243011,692.4520264,-2953.532959,-161.1265259,728.2270508,-2986.926758,-209.7628937,730.65979,-2998.264648,-219.3701935,694.7885742,-2964.977539
71,-187.8574524,846.2092285,-3092.887207,-195.5424347,873.5523682,-3081.708984,-137.0623779,859.1938477,-3067.063477,-119.9001694,872.7249146,-3056.088867,-59.36656189,877.9359741,-3038.480957,-72.49021912,859.5657349,-3068.368896,-170.8233948,692.3615723,-2953.604248,-161.0537567,728.1647949,-2987.002197,-209.7016907,730.6263428,-2998.259277,-219.2863007,694.7282715,-2964.992432
72,-187.8634033,846.2119751,-3092.894531,-195.5454102,873.5531616,-3081.709473,-137.0625305,859.194397,-3067.061035,-119.9055481,872.7269287,-3056.093018,-59.36661148,877.937561,-3038.489502,-72.48869324,859.5671387,-3068.373047,-170.7347107,692.2932129,-2953.687256,-160.9895935,728.1148682,-2987.063477,-209.6520691,730.6005859,-2998.26709,-219.2103882,694.6842651,-2965.005859
73,-187.8656616,846.2182617,-3092.912109,-195.5427704,873.5505981,-3081.703125,-137.0619965,859.1952515,-3067.059082,-119.9013824,872.7276001,-3056.095947,-59.36528015,877.9415283,-3038.490967,-72.48957062,859.5717773,-3068.390625,-170.6407166,692.2197266,-2953.753906,-160.9248047,728.0598755,-2987.120361,-209.6041718,730.5731812,-2998.292725,-219.132782,694.6344604,-2965.017578
74,-187.8651276,846.2124634,-3092.893799,-195.5428619,873.5546265,-3081.715576,-137.0608826,859.1938477,-3067.052246,-119.9020157,872.7216797,-3056.07373,-59.36553192,877.9416504,-3038.498779,-72.48908997,859.569458,-3068.385254,-170.5343628,692.1130981,-2953.822266,-160.8547974,727.9752197,-2987.165283,-209.5452118,730.5147095,-2998.298096,-219.041153,694.5546265,-2965.031006
75,-187.8652954,846.2212524,-3092.925537,-195.5448761,873.5515747,-3081.703125,-137.0627747,859.187561,-3067.040771,-119.9043198,872.7224121,-3056.07959,-59.36653519,877.9386597,-3038.491211,-72.48912811,859.5661011,-3068.366943,-170.4227295,691.9645386,-2953.90625,-160.7776184,727.8557739,-2987.237793,-209.480835,730.4202881,-2998.265381,-218.9408722,694.4347534,-2965.009521
76,-187.8624878,846.2126465,-3092.903076,-195.5474396,873.5565186,-3081.721436,-137.0637817,859.18573,-3067.046387,-119.9040909,872.7211304,-3056.07373,-59.36514664,877.9436035,-3038.508545,-72.49235535,859.5653687,-3068.366211,-170.3069916,691.7958984,-2953.966553,-160.6990967,727.710144,-2987.299072,-209.4120636,730.3030396,-2998.205811,-218.838089,694.2955933,-2964.967285
77,-187.8603363,846.2128906,-3092.912598,-195.5474243,873.5488281,-3081.701416,-137.0659637,859.1878052,-3067.056396,-119.9011307,872.7169189,-3056.069824,-59.36842346,877.9413452,-3038.506104,-72.49182129,859.5668945,-3068.378662,-170.2046661,691.635498,-2953.989014,-160.6325836,727.571228,-2987.332031,-209.3574066,730.1821289,-2998.153809,-218.7494202,694.1583252,-2964.922852
78,-187.8639832,846.2108765,-3092.923584,-195.5482636,873.5504761,-3081.707275,-137.0662689,859.1852417,-3067.058838,-119.9015656,872.7155762,-3056.07251,-59.36585236,877.9359741,-3038.492432,-72.49190521,859.5690308,-3068.397705,-170.1236115,691.506958,-2954.042969,-160.5827026,727.4504395,-2987.344482,-209.3224335,730.0793457,-2998.12915,-218.6827545,694.0380859,-2964.921387
79,-187.8664093,846.2142334,-3092.93042,-195.5449371,873.5488892,-3081.710693,-137.0670319,859.184082,-3067.057861,-119.9025879,872.7167969,-3056.074707,-59.36541367,877.9327393,-3038.488037,-72.48947144,859.5666504,-3068.387451,-170.0571289,691.399231,-2954.075684,-160.5383759,727.3544922,-2987.380859,-209.2895508,729.9907227,-2998.114258,-218.6274719,693.9411621,-2964.942139
80,-187.8616486,846.2034302,-3092.911133,-195.5466766,873.5491333,-3081.722412,-137.0665131,859.1817627,-3067.056885,-119.9015121,872.7183838,-3056.083008,-59.36785889,877.9379883,-3038.507568,-72.48976135,859.5625,-3068.375244,-169.9882965,691.2973633,-2954.104492,-160.4955444,727.2659302,-2987.414551,-209.2532806,729.9068604,-2998.098389,-218.5672607,693.8464355,-2964.928711
81,-187.8619385,846.2016602,-3092.912598,-195.5444794,873.5494385,-3081.7146,-137.0670319,859.1755981,-3067.040527,-119.8996353,872.7130737,-3056.073975,-59.36563873,877.9290771,-3038.489014,-72.48723602,859.5566406,-3068.367432,-169.9161987,691.1911621,-2954.133301,-160.4508972,727.1674805,-2987.414063,-209.2167969,729.8236694,-2998.065186,-218.5040436,693.7526855,-2964.905273
82,-187.8610229,846.1956177,-3092.914551,-195.5469208,873.5458984,-3081.705566,-137.0639648,859.1744385,-3067.048096,-119.9022751,872.7076416,-3056.062256,-59.3657608,877.9243164,-3038.484131,-72.48554993,859.5609131,-3068.37915,-169.8582764,691.0866699,-2954.151855,-160.4108124,727.074585,-2987.434082,-209.1881104,729.7466431,-2998.04126,-218.4524384,693.6697998,-2964.883301
83,-187.8574982,846.1924438,-3092.919189,-195.5428009,873.5427246,-3081.703857,-137.064743,859.171875,-3067.047607,-119.8988953,872.7058716,-3056.058838,-59.36705017,877.9245605,-3038.479248,-72.48561859,859.5617676,-3068.38208,-169.8033295,691.0002441,-2954.180176,-160.3764343,726.9935303,-2987.46875,-209.1603088,729.6777344,-2998.023682,-218.4046021,693.5969849,-2964.861816
84,-187.8598328,846.1883545,-3092.907959,-195.5441895,873.5439453,-3081.705078,-137.0621948,859.1688232,-3067.040039,-119.8992844,872.7072754,-3056.069336,-59.36673355,877.9266357,-3038.49292,-72.48526764,859.5587158,-3068.377441,-169.7427979,690.930542,-2954.216064,-160.3382721,726.9277954,-2987.494141,-209.1311798,729.6260376,-2998.007568,-218.3523254,693.5352783,-2964.844482
85,-187.8565216,846.1901855,-3092.908691,-195.5463257,873.543335,-3081.700195,-137.0621643,859.1688843,-3067.047852,-119.8975143,872.7075806,-3056.061768,-59.36351776,877.925415,-3038.480469,-72.48576355,859.5561523,-3068.369141,-169.6900024,690.8770752,-2954.246094,-160.3059692,726.8789673,-2987.509277,-209.1096497,729.598938,-2998.00708,-218.3108521,693.496521,-2964.832031
86,-187.8582306,846.1948242,-3092.939941,-195.5444336,873.5444946,-3081.715088,-137.0628967,859.1682129,-3067.046387,-119.8988419,872.7067261,-3056.060303,-59.36170197,877.9216309,-3038.476563,-72.48801422,859.5540771,-3068.366699,-169.6599579,690.8529053,-2954.256836,-160.2870636,726.8568115,-2987.526123,-209.0931702,729.5836182,-2998.006836,-218.2863617,693.4794312,-2964.823242
87,-187.8572235,846.1859741,-3092.899414,-195.5432281,873.5490112,-3081.721436,-137.0641632,859.1697998,-3067.04834,-119.8979645,872.7041016,-3056.0625,-59.36363983,877.9161987,-3038.464355,-72.48840332,859.5560913,-3068.373047,-169.6502075,690.8493652,-2954.251221,-160.2780609,726.8548584,-2987.532715,-209.0830383,729.5725098,-2997.992432,-218.274231,693.4738159,-2964.830811
88,-187.8575592,846.1917725,-3092.920654,-195.5471344,873.5456543,-3081.711182,-137.0628967,859.1688232,-3067.048828,-119.8981323,872.7000732,-3056.052246,-59.36268234,877.9215088,-3038.486328,-72.48655701,859.5535889,-3068.374268,-169.6376801,690.8452148,-2954.243896,-160.2666016,726.8498535,-2987.537842,-209.0770416,729.5679932,-2997.986328,-218.262146,693.4699707,-2964.830811
89,-187.8561554,846.1830444,-3092.9021,-195.5420837,873.5448608,-3081.707031,-137.0616913,859.1674194,-3067.04541,-119.896698,872.7032471,-3056.062988,-59.36380005,877.9234619,-3038.490479,-72.48042297,859.5513306,-3068.369629,-169.614502,690.8380737,-2954.244629,-160.2523041,726.8411255,-2987.547607,-209.0640564,729.5643921,-2997.987061,-218.2466125,693.4686279,-2964.811279
90,-187.8559265,846.185791,-3092.920166,-195.539856,873.5336914,-3081.680176,-137.0662079,859.1687622,-3067.058594,-119.8988647,872.7039185,-3056.064941,-59.36433029,877.9195557,-3038.476318,-72.48143768,859.5473633,-3068.358887,-169.5837097,690.8258667,-2954.25293,-160.2294617,726.8270874,-2987.555664,-209.039978,729.5570068,-2997.987793,-218.2205658,693.4605713,-2964.797363
91,-187.8550262,846.1875,-3092.928223,-195.5422516,873.5354614,-3081.686523,-137.0631714,859.1641846,-3067.048096,-119.8983154,872.7024536,-3056.062988,-59.36498642,877.9170532,-3038.474854,-72.48365021,859.5488892,-3068.364258,-169.5411682,690.8049927,-2954.265137,-160.1974182,726.807312,-2987.578125,-209.0113678,729.5436401,-2997.979492,-218.1824036,693.4508667,-2964.804932
92,-187.8530579,846.1858521,-3092.927246,-195.5421906,873.5367432,-3081.693115,-137.061676,859.1624146,-3067.043457,-119.8969574,872.6990967,-3056.055176,-59.36240006,877.9212036,-3038.489746,-72.48413849,859.5541382,-3068.374756,-169.5096436,690.7918701,-2954.278564,-160.1677704,726.7984619,-2987.605957,-208.9920197,729.5435181,-2997.980225,-218.1483612,693.4483032,-2964.786865
93,-187.8525848,846.1828003,-3092.919678,-195.5394592,873.53479,-3081.684814,-137.0616302,859.1652832,-3067.052979,-119.8978424,872.7023315,-3056.065918,-59.36462021,877.9208984,-3038.491943,-72.48523712,859.552002,-3068.372559,-169.4920502,690.7969971,-2954.269775,-160.1557922,726.8018188,-2987.605469,-208.9823456,729.5546875,-2997.976318,-218.1325226,693.4553833,-2964.772461
94,-187.8530426,846.1891479,-3092.932373,-195.5439758,873.5354614,-3081.678223,-137.0628662,859.1625977,-3067.05542,-119.896965,872.7045288,-3056.076172,-59.36712265,877.916687,-3038.485352,-72.4855957,859.550415,-3068.373535,-169.4855194,690.8060913,-2954.261475,-160.1543274,726.8083496,-2987.59082,-208.9766083,729.5568848,-2997.96582,-218.1272125,693.4648438,-2964.770752
95,-187.8524323,846.184082,-3092.922852,-195.5435944,873.5357056,-3081.691406,-137.0639496,859.1652832,-3067.05835,-119.8974838,872.7003784,-3056.066162,-59.36638641,877.9150391,-3038.476807,-72.48579407,859.5494995,-3068.37207,-169.4723816,690.7982788,-2954.265869,-160.1409149,726.7991333,-2987.591309,-208.9658508,729.5505981,-2997.951416,-218.1191254,693.4633789,-2964.763672
96,-187.8519897,846.1833496,-3092.913086,-195.5450745,873.5377197,-3081.688232,-137.0647583,859.1575928,-3067.038086,-119.8972321,872.7006226,-3056.06543,-59.36710739,877.9141846,-3038.47876,-72.48274994,859.550293,-3068.380859,-169.444397,690.7731323,-2954.265869,-160.1133728,726.7709961,-2987.589844,-208.9427948,729.5396118,-2997.92749,-218.0957031,693.4492798,-2964.740967
97,-187.8550262,846.1875,-3092.936523,-195.5499573,873.541687,-3081.69873,-137.0667419,859.1584473,-3067.046143,-119.9001694,872.6975708,-3056.058105,-59.36609268,877.9121704,-3038.474121,-72.48612976,859.5509033,-3068.371338,-169.4083557,690.7479858,-2954.268066,-160.0826416,726.7450562,-2987.582275,-208.918045,729.5309448,-2997.921631,-218.0569153,693.432251,-2964.704346
98,-187.8448639,846.1799316,-3092.909912,-195.5468903,873.5377808,-3081.687256,-137.0664673,859.1598511,-3067.053223,-119.8978577,872.7047729,-3056.081543,-59.36447907,877.9179688,-3038.491455,-72.48540497,859.5479126,-3068.365234,-169.3775635,690.737915,-2954.258057,-160.059433,726.7371216,-2987.593018,-208.8966827,729.5256958,-2997.920654,-218.0301666,693.4255371,-2964.686523
99,-187.8500366,846.1802979,-3092.920654,-195.5461121,873.5411377,-3081.695068,-137.0661316,859.1585693,-3067.053955,-119.9011917,872.6954956,-3056.061279,-59.36554718,877.9181519,-3038.493164,-72.48384094,859.5492554,-3068.378174,-169.373764,690.755249,-2954.253418,-160.0545959,726.7468872,-2987.577148,-208.8904114,729.5302124,-2997.90625,-218.0309143,693.4401245,-2964.693848
100,-187.8457642,846.1702271,-3092.897461,-195.5475311,873.5332642,-3081.671631,-137.0662689,859.1533203,-3067.041992,-119.901825,872.6923218,-3056.057373,-59.3663826,877.9151001,-3038.489258,-72.48835754,859.5509644,-3068.383057,-169.4035034,690.7894897,-2954.249268,-160.0721741,726.7732544,-2987.559326,-208.9006958,729.546936,-2997.903076,-218.0539856,693.4671021,-2964.708984
101,-187.8441162,846.171875,-3092.91748,-195.5459595,873.5397339,-3081.696777,-137.0609436,859.1513062,-3067.045654,-119.8998489,872.6942139,-3056.05957,-59.36499786,877.9129639,-3038.489502,-72.48751068,859.5457764,-3068.372314,-169.442688,690.8154907,-2954.229248,-160.0974884,726.7998047,-2987.568359,-208.9206085,729.569519,-2997.938232,-218.0885315,693.4905396,-2964.717041
102,-187.8460388,846.1725464,-3092.932617,-195.5473938,873.5339966,-3081.690918,-137.0618286,859.1546021,-3067.054688,-119.8997345,872.6924438,-3056.060059,-59.36680985,877.9089355,-3038.48291,-72.48641968,859.5426636,-3068.376221,-169.481308,690.8237305,-2954.231201,-160.1210022,726.8054199,-2987.577393,-208.9440002,729.5834351,-2997.97168,-218.1217957,693.5050049,-2964.733887
103,-187.8451996,846.168396,-3092.931152,-195.5456085,873.5292969,-3081.693604,-137.0600128,859.1529541,-3067.053223,-119.8974762,872.6921387,-3056.068115,-59.36828613,877.9012451,-3038.464844,-72.48448181,859.543396,-3068.382568,-169.5137482,690.8119507,-2954.250244,-160.1398621,726.7921143,-2987.596436,-208.9598084,729.5769653,-2997.975098,-218.1509094,693.5040283,-2964.760254
104,-187.8468933,846.1721191,-3092.952148,-195.5454407,873.5275269,-3081.687256,-137.0604706,859.1526489,-3067.058838,-119.8989029,872.6939087,-3056.072021,-59.36867142,877.9094849,-3038.490234,-72.48545075,859.545166,-3068.38916,-169.5340271,690.7922974,-2954.273193,-160.1543732,726.7747192,-2987.603516,-208.9679108,729.5720825,-2997.991211,-218.1698608,693.4969482,-2964.774902
105,-187.8415375,846.159668,-3092.918457,-195.5464172,873.5287476,-3081.693604,-137.0596771,859.1455688,-3067.041504,-119.8977509,872.6886597,-3056.063965,-59.36651993,877.9083862,-3038.498535,-72.48609924,859.5443726,-3068.387207,-169.548996,690.7888184,-2954.298584,-160.1604919,726.7712402,-2987.623291,-208.9770813,729.5874634,-2998.012207,-218.1843719,693.5072021,-2964.790527
106,-187.8431702,846.1685181,-3092.95752,-195.5455627,873.5319824,-3081.705811,-137.0603638,859.1424561,-3067.033691,-119.898735,872.6896973,-3056.065186,-59.36532593,877.9057617,-3038.490479,-72.48376465,859.5411377,-3068.376953,-169.5533752,690.8092651,-2954.30957,-160.1599426,726.789917,-2987.636963,-208.9811401,729.6124268,-2998.025391,-218.1912384,693.532959,-2964.811279
107,-187.8400421,846.1571045,-3092.934082,-195.5453796,873.5224609,-3081.667725,-137.0605011,859.1495361,-3067.046631,-119.9001465,872.6916504,-3056.068359,-59.36466599,877.9017334,-3038.474121,-72.48401642,859.5400391,-3068.372803,-169.5503387,690.8400269,-2954.297607,-160.1549835,726.8180542,-2987.619141,-208.9735718,729.630188,-2998.01416,-218.1870728,693.5575562,-2964.81958
108,-187.8382263,846.1462402,-3092.902588,-195.5430298,873.5221558,-3081.6875,-137.0599365,859.1500854,-3067.054932,-119.8979111,872.6882324,-3056.058838,-59.36574554,877.901062,-3038.483154,-72.48501587,859.5424194,-3068.380615,-169.5370636,690.8688965,-2954.295654,-160.1418915,726.8428345,-2987.614014,-208.9612427,729.6425781,-2998.009277,-218.1728516,693.5732422,-2964.822998
109,-187.8397522,846.1563721,-3092.922852,-195.54953,873.5262451,-3081.693604,-137.058197,859.1514893,-3067.068604,-119.8973084,872.6921387,-3056.072998,-59.3663559,877.9012451,-3038.485107,-72.48344421,859.5419922,-3068.37793,-169.5067444,690.8792114,-2954.287598,-160.1175537,726.8540649,-2987.613525,-208.9375305,729.6504517,-2998.010254,-218.1427765,693.5784912,-2964.810791
110,-187.8375397,846.149353,-3092.924805,-195.5471954,873.5274048,-3081.699219,-137.0568695,859.1452026,-3067.057861,-119.8988953,872.6914673,-3056.07251,-59.36370087,877.8988037,-3038.472656,-72.48173523,859.5366211,-3068.364746,-169.4578552,690.8825684,-2954.291748,-160.0807343,726.855957,-2987.607666,-208.9020691,729.6517944,-2997.997314,-218.0978546,693.5777588,-2964.783447
111,-187.8366394,846.1512451,-3092.927002,-195.5448303,873.5231934,-3081.693848,-137.0546417,859.1433105,-3067.040771,-119.8981705,872.6896973,-3056.072021,-59.36617661,877.8986816,-3038.476074,-72.48461914,859.5394897,-3068.374023,-169.4060059,690.8911133,-2954.293213,-160.0409851,726.8696899,-2987.610107,-208.8652039,729.6611328,-2997.983398,-218.0485077,693.5895386,-2964.77124
112,-187.8376617,846.1473999,-3092.935547,-195.5483093,873.5189209,-3081.682617,-137.0576782,859.1445923,-3067.049316,-119.8999252,872.689209,-3056.075684,-59.36593247,877.9006958,-3038.481201,-72.48584747,859.5393066,-3068.377197,-169.3769379,690.9261475,-2954.27832,-160.0192108,726.9041138,-2987.612793,-208.8452759,729.6890869,-2997.960449,-218.0194855,693.6213989,-2964.755371
113,-187.8331909,846.1517334,-3092.942383,-195.5493469,873.519165,-3081.69043,-137.0559235,859.1430054,-3067.052246,-119.8979263,872.6871948,-3056.075439,-59.36518478,877.8999634,-3038.484375,-72.48014832,859.5396118,-3068.375977,-169.3698883,690.9960938,-2954.257568,-160.0166473,726.9647827,-2987.590576,-208.8412933,729.7393799,-2997.94873,-218.0145416,693.6793213,-2964.740479
114,-187.8348694,846.1437378,-3092.924561,-195.544754,873.5166016,-3081.686279,-137.0563812,859.1505127,-3067.061523,-119.8972092,872.6896362,-3056.077393,-59.36903381,877.9011841,-3038.487061,-72.48236847,859.5413208,-3068.376465,-169.3739929,691.0883179,-2954.235596,-160.0133362,727.0422363,-2987.571533,-208.8343811,729.7963257,-2997.945313,-218.0131378,693.7510986,-2964.722168
115,-187.8333588,846.1473389,-3092.923828,-195.545639,873.5194702,-3081.688721,-137.053894,859.1490479,-3067.052002,-119.8986816,872.6923218,-3056.082031,-59.36668778,877.9016724,-3038.490723,-72.48550415,859.5466309,-3068.391357,-169.3605042,691.1617432,-2954.207764,-159.997879,727.1063843,-2987.553223,-208.8186035,729.8466187,-2997.958008,-217.9966431,693.8085327,-2964.704834
116,-187.8302307,846.1415405,-3092.911377,-195.5443573,873.5205078,-3081.698242,-137.0537109,859.1434937,-3067.052002,-119.8991699,872.6897583,-3056.073975,-59.36432266,877.9030762,-3038.499512,-72.48194122,859.5509033,-3068.407227,-169.3227386,691.1867065,-2954.195801,-159.9649658,727.1278076,-2987.55127,-208.787323,729.8634033,-2997.972412,-217.9592133,693.8276367,-2964.701904
117,-187.828537,846.137207,-3092.917725,-195.5479584,873.5187378,-3081.704346,-137.0555725,859.1467285,-3067.059814,-119.896225,872.6930542,-3056.087402,-59.36540222,877.9019165,-3038.49585,-72.48110962,859.5467529,-3068.391602,-169.2693329,691.1516113,-2954.233154,-159.9199066,727.0971069,-2987.580811,-208.743103,729.829834,-2997.973145,-217.9055786,693.7905273,-2964.715576
118,-187.8252411,846.1395264,-3092.939453,-195.5470734,873.5177612,-3081.695557,-137.0521545,859.1461792,-3067.069824,-119.8973084,872.6934204,-3056.091553,-59.36473846,877.9030762,-3038.49707,-72.4806366,859.5449829,-3068.381104,-169.1908569,691.0537109,-2954.275146,-159.8677063,727.0184937,-2987.61499,-208.6962128,729.7589722,-2997.957031,-217.8375092,693.7026978,-2964.733154
119,-187.8260498,846.1286011,-3092.925537,-195.5450439,873.513855,-3081.695801,-137.0520935,859.1395264,-3067.053223,-119.8964996,872.6903687,-3056.079834,-59.36615753,877.9051514,-3038.498779,-72.48146057,859.5490112,-3068.396729,-169.1121521,690.9400635,-2954.32251,-159.8085327,726.9238281,-2987.663574,-208.6496735,729.6792603,-2997.955078,-217.768692,693.6043091,-2964.75293
120,-187.8193665,846.1224976,-3092.927002,-195.542984,873.5126343,-3081.693115,-137.0508881,859.1450195,-3067.078613,-119.8950272,872.6871948,-3056.078369,-59.36403275,877.9055786,-3038.501709,-72.4825058,859.5479126,-3068.396973,-169.0493927,690.8571167,-2954.344971,-159.7619476,726.8547363,-2987.696289,-208.6094055,729.6189575,-2997.972168,-217.7070923,693.5306396,-2964.764404
121,-187.8199615,846.1183472,-3092.932373,-195.5441589,873.5079346,-3081.688477,-137.0486298,859.1437988,-3067.077393,-119.8952484,872.6879883,-3056.084229,-59.3624115,877.9024048,-3038.495361,-72.48135376,859.546936,-3068.397461,-169.0031433,690.8311157,-2954.363281,-159.7314453,726.8330078,-2987.703125,-208.5789795,729.5899048,-2997.961914,-217.6660004,693.4968872,-2964.759033
122,-187.8169098,846.1204224,-3092.933594,-195.546051,873.5072021,-3081.688965,-137.0534668,859.1439209,-3067.090576,-119.8950272,872.6919556,-3056.093018,-59.36562347,877.902771,-3038.507813,-72.47946167,859.5512695,-3068.4104,-168.9825439,690.8612061,-2954.368896,-159.7130585,726.8612671,-2987.698975,-208.5615997,729.6080933,-2997.962891,-217.644928,693.5135498,-2964.748779
123,-187.8178253,846.1152954,-3092.934326,-195.5436096,873.5018921,-3081.688721,-137.0480042,859.142395,-3067.073975,-119.8947678,872.6942749,-3056.104248,-59.3627739,877.8996582,-3038.49707,-72.47572327,859.5474243,-3068.399658,-168.9834137,690.9302979,-2954.351318,-159.7104797,726.9284668,-2987.69043,-208.5579834,729.6654663,-2997.98584,-217.6437683,693.5732422,-2964.759033
124,-187.8202057,846.1156006,-3092.939209,-195.5442963,873.5095215,-3081.706299,-137.0471191,859.1417847,-3067.066895,-119.8957367,872.6912231,-3056.096924,-59.36449051,877.9046021,-3038.501953,-72.47479248,859.548584,-3068.398926,-169.0069275,691.0229492,-2954.356201,-159.7254639,727.0106201,-2987.661865,-208.5660706,729.7345581,-2998.000244,-217.6613007,693.6516724,-2964.791992
125,-187.8194427,846.1144409,-3092.936523,-195.5448914,873.5018921,-3081.692627,-137.045105,859.1449585,-3067.073242,-119.8954849,872.6928101,-3056.095947,-59.36526489,877.9059448,-3038.512695,-72.47681427,859.5499268,-3068.401123,-169.0393829,691.1143799,-2954.34082,-159.7454224,727.0926514,-2987.652344,-208.5811768,729.8035889,-2998.003174,-217.6885223,693.7294312,-2964.807617
126,-187.8222961,846.117981,-3092.936523,-195.5482178,873.505188,-3081.696533,-137.045166,859.1414795,-3067.064697,-119.8954697,872.6924438,-3056.092285,-59.3658905,877.9023438,-3038.503662,-72.47575378,859.5515747,-3068.404785,-169.0633698,691.1912231,-2954.319092,-159.763092,727.166687,-2987.665527,-208.5969086,729.868103,-2998.008301,-217.7124176,693.8009033,-2964.789551
127,-187.8184509,846.1107178,-3092.930176,-195.5487518,873.5004272,-3081.693115,-137.0457764,859.1442871,-3067.070313,-119.8954239,872.6901245,-3056.085449,-59.36601257,877.9042969,-3038.509766,-72.47847748,859.5531006,-3068.407471,-169.0819092,691.2496948,-2954.31543,-159.7776489,727.2248535,-2987.665039,-208.6083832,729.9258423,-2998.023682,-217.7310944,693.8635254,-2964.796143
128,-187.8186951,846.1143799,-3092.941895,-195.5445862,873.4978638,-3081.686523,-137.0456238,859.1442871,-3067.066406,-119.8925934,872.6893921,-3056.087158,-59.36245728,877.90271,-3038.510742,-72.47941589,859.5517578,-3068.402832,-169.0878143,691.2896729,-2954.331787,-159.7770844,727.2677612,-2987.670654,-208.6063385,729.9793701,-2998.054199,-217.7358246,693.9124756,-2964.817871
129,-187.8195496,846.109375,-3092.931396,-195.5457764,873.4927368,-3081.668457,-137.0444946,859.1447144,-3067.070068,-119.8957672,872.6877441,-3056.085693,-59.36384201,877.8982544,-3038.486816,-72.47674561,859.5513916,-3068.402588,-169.0740356,691.3188477,-2954.369141,-159.7628326,727.3015137,-2987.689453,-208.5946503,730.0227661,-2998.063721,-217.7219086,693.9483643,-2964.840576
130,-187.8184204,846.1106567,-3092.939941,-195.5481415,873.4954834,-3081.686035,-137.0430908,859.1429443,-3067.067139,-119.8956528,872.6893311,-3056.094971,-59.36263657,877.9035645,-3038.51416,-72.47793579,859.5561523,-3068.41333,-169.0508118,691.3383179,-2954.395996,-159.7453156,727.3265991,-2987.694336,-208.5805206,730.0600586,-2998.071777,-217.7010345,693.9721069,-2964.852295
131,-187.815094,846.1031494,-3092.928711,-195.5473785,873.4986572,-3081.707764,-137.0418091,859.1437988,-3067.06958,-119.8921356,872.6922607,-3056.102539,-59.36027145,877.9031982,-3038.516846,-72.47525024,859.5557251,-3068.412598,-169.0230103,691.345459,-2954.414551,-159.7242279,727.3486328,-2987.724609,-208.5607605,730.0874023,-2998.08252,-217.675766,693.9882813,-2964.85376
